ADT1_YEAST  0.58  0.61  0.47  0.13  0.50  0.00  0.48  0.22  MIT	-105.270750712495598	6.55812850073211
ADT2_YEAST  0.43  0.67  0.48  0.27  0.50  0.00  0.53  0.22  MIT	-100.062063157234817	14.791215281628185
ADT3_YEAST  0.64  0.62  0.49  0.15  0.50  0.00  0.53  0.22  MIT	-100.398107515638742	20.840013732898768
AAR2_YEAST  0.58  0.44  0.57  0.13  0.50  0.00  0.54  0.22  NUC	-95.189419960377961	18.823747582475235
AATM_YEAST  0.42  0.44  0.48  0.54  0.50  0.00  0.48  0.22  MIT	-94.685353422772067	18.65572540327328
AATC_YEAST  0.51  0.40  0.56  0.17  0.50  0.50  0.49  0.22  CYT	-96.197553035589721	18.319681044869355
ABC1_YEAST  0.50  0.54  0.48  0.65  0.50  0.00  0.53  0.22  MIT	-96.197553035589721	18.319681044869355
BAF1_YEAST  0.48  0.45  0.59  0.20  0.50  0.00  0.58  0.34  NUC	-96.197553035589721	18.319681044869355
ABF2_YEAST  0.55  0.50  0.66  0.36  0.50  0.00  0.49  0.22  MIT	-96.197553035589721	18.319681044869355
ABP1_YEAST  0.40  0.39  0.60  0.15  0.50  0.00  0.58  0.30  CYT	-96.197553035589721	18.319681044869355
ACE1_YEAST  0.43  0.39  0.54  0.21  0.50  0.00  0.53  0.27  NUC	-96.197553035589721	18.319681044869355
ACE2_YEAST  0.42  0.37  0.59  0.20  0.50  0.00  0.52  0.29  NUC	-89.140621509107376	17.143525790455627
ACH1_YEAST  0.40  0.42  0.57  0.35  0.50  0.00  0.53  0.25  CYT	-79.563357294595619	22.016168987312497
ACON_YEAST  0.60  0.40  0.52  0.46  0.50  0.00  0.53  0.22  MIT	-42.094411332558394	30.417277947410525
ACR1_YEAST  0.66  0.55  0.45  0.19  0.50  0.00  0.46  0.22  MIT	-0.928977428078014	11.766816055992891
ACT_YEAST   0.46  0.44  0.52  0.11  0.50  0.00  0.50  0.22  CYT	1.423333080749416	8.742416830357598
ACT2_YEAST  0.47  0.39  0.50  0.11  0.50  0.00  0.49  0.40  CYT	8.648286786433744	11.262749518387011
ACT3_YEAST  0.58  0.47  0.54  0.11  0.50  0.00  0.51  0.26  NUC	8.648286786433744	11.262749518387011
ACT5_YEAST  0.50  0.34  0.55  0.21  0.50  0.00  0.49  0.22  NUC	8.648286786433744	11.262749518387011
ADA2_YEAST  0.61  0.60  0.55  0.21  0.50  0.00  0.50  0.25  NUC	8.648286786433744	11.262749518387011
C1TC_YEAST  0.45  0.40  0.50  0.16  0.50  0.00  0.50  0.22  CYT	8.648286786433744	11.262749518387011
PUR4_YEAST  0.43  0.44  0.48  0.22  0.50  0.00  0.51  0.22  CYT	-85.444133566664235	33.777721531449743
PUR3_YEAST  0.73  0.63  0.42  0.30  0.50  0.00  0.49  0.22  CYT	-85.444133566664235	33.777721531449743
ADH1_YEAST  0.43  0.53  0.52  0.13  0.50  0.00  0.55  0.22  CYT	-85.444133566664235	33.777721531449743
ADH2_YEAST  0.46  0.53  0.52  0.15  0.50  0.00  0.58  0.22  CYT	-85.444133566664235	33.777721531449743
ADH3_YEAST  0.51  0.51  0.52  0.51  0.50  0.00  0.54  0.22  MIT	-85.444133566664235	33.777721531449743
ADH4_YEAST  0.59  0.45  0.53  0.19  0.50  0.00  0.59  0.27  CYT	-85.276111387462279	45.539274075586988
